title,body,rating,review_date,reviewer_name,reviewer_email,product_id,product_handle,reply,picture_urls
Carrier of the year,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2023-05-06 00:00:00 UTC,Tyler Cooper,cooper_t663@outlook.com,,nestli-embrace-sling-carrier,,
Perfection,Bought this because a mom in my birth class had one. Now 6 women from that class have this carrier. We call ourselves the Nestli moms.,5,2023-12-04 00:00:00 UTC,Jasmine Martinez,martinezj@msn.com,,nestli-embrace-sling-carrier,,
Would recommend with small caveat,Works well and baby loves it. The ring is a bit stiff at first so adjusting takes some force until it breaks in. After a week it was perfect.,4,2023-11-27 00:00:00 UTC,Gary Edwards,gedwards108@live.com,,nestli-embrace-sling-carrier,,
Lightweight and perfect,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2023-04-30 00:00:00 UTC,Isla Garcia,igarcia@msn.com,,nestli-embrace-sling-carrier,,
Really great carrier,Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2024-02-14 00:00:00 UTC,Dennis Young,young.d692@live.com,,nestli-embrace-sling-carrier,,
Dad approved!,Went to the grocery store with both hands free for the first time in 4 months. I actually teared up in the cereal aisle. This carrier is everything.,5,2023-04-15 00:00:00 UTC,Ivy Rodriguez,rodriguez_i@live.com,,nestli-embrace-sling-carrier,,
"Easy to put on, baby loves it",My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2023-09-29 00:00:00 UTC,Michael Phillips,phillips.m970@hotmail.com,,nestli-embrace-sling-carrier,,
My newborn loves it,Baby wouldn't sleep unless I was holding her. Tried this carrier out of desperation at 3am and she passed out within minutes. I've been wearing it every day since.,5,2025-01-24 00:00:00 UTC,Madelyn Cruz,cruz.m255@outlook.com,,nestli-embrace-sling-carrier,,
Dad approved!,"My toddler is 2.5 years old and we still use this at the farmers market. She gets tired, I pop her in, she's calm. Best investment of new parenthood.",5,2026-01-14 00:00:00 UTC,Lauren Peterson,lpeterson239@gmail.com,,nestli-embrace-sling-carrier,,
My velcro baby is finally calm,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-04-08 00:00:00 UTC,Caroline Adams,caroline.adams658@gmail.com,,nestli-embrace-sling-carrier,,
"Goodbye stroller, hello Nestli",Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2023-12-26 00:00:00 UTC,Emilia Gray,emilia@yahoo.com,,nestli-embrace-sling-carrier,,
"Good quality, learning curve",Solid product. The strap is wide and comfortable. I gave 4 stars because I wish the setup instructions were a bit clearer with pictures. But the carrier itself is great.,4,2024-05-19 00:00:00 UTC,Vanessa Watson,vwatson@outlook.com,,nestli-embrace-sling-carrier,,
My go-to carrier for everything,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2023-10-02 00:00:00 UTC,Daniel Allen,dallen540@yahoo.com,,nestli-embrace-sling-carrier,,
Never taking this off,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2023-01-01 00:00:00 UTC,Ruby Williams,ruby@icloud.com,,nestli-embrace-sling-carrier,,
My sanity saver,My husband said carriers looked too complicated. I ordered this without telling him. He tried it once and now he uses it more than I do. He calls it his dad superpower.,5,2024-01-06 00:00:00 UTC,Layla Johnson,johnson.l@msn.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,"Good carrier, my baby seems happy in it. I wish it came in more colors for my wardrobe but functionally it works great. Would recommend.",4,2024-11-20 00:00:00 UTC,Brian Parker,bparker398@outlook.com,,nestli-embrace-sling-carrier,,
Love it with minor learning curve,Really nice carrier. Well made and baby seems very comfortable. Just takes a little practice at first. Glad I bought it.,4,2023-11-09 00:00:00 UTC,Dennis James,djames694@msn.com,,nestli-embrace-sling-carrier,,
My sanity saver,"I've tried 3 different carriers before this one. Returned all of them. The Nestli goes on in seconds, I barely feel the weight, and my son falls asleep in it every single time.",5,2024-01-04 00:00:00 UTC,Savannah Cox,cox_s815@icloud.com,,nestli-embrace-sling-carrier,,
Love it with minor learning curve,Really like this carrier. My husband found it slightly tricky to adjust at first but now he uses it on his own. Baby falls asleep in it often.,4,2025-10-22 00:00:00 UTC,Mila Perez,mperez@msn.com,,nestli-embrace-sling-carrier,,
Wish I had this with my first,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2024-05-09 00:00:00 UTC,Ava Foster,fostera832@outlook.com,,nestli-embrace-sling-carrier,,
4 stars — great product,Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2023-01-05 00:00:00 UTC,Sarah Fisher,sarah_fisher14@outlook.com,,nestli-embrace-sling-carrier,,
My newborn loves it,We flew cross-country with our 7-month-old. This carrier fit in my purse and our baby slept through both flights. Worth ten times the price.,5,2023-12-21 00:00:00 UTC,Patrick Anderson,patrick553@gmail.com,,nestli-embrace-sling-carrier,,
Really great carrier,Really like this carrier. My husband found it slightly tricky to adjust at first but now he uses it on his own. Baby falls asleep in it often.,4,2024-03-01 00:00:00 UTC,Stephen Long,slong769@gmail.com,,nestli-embrace-sling-carrier,,
Worth every single penny,My son has reflux and needs to stay upright after feeds. This carrier keeps him perfectly positioned and he's so much more comfortable.,5,2023-12-21 00:00:00 UTC,Savannah Peterson,speterson173@live.com,,nestli-embrace-sling-carrier,,
Exceeded all my expectations,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2024-10-20 00:00:00 UTC,Charlotte Thomas,thomasc497@outlook.com,,nestli-embrace-sling-carrier,,
Bought for a friend too,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2023-01-03 00:00:00 UTC,Stella Flores,sflores@icloud.com,,nestli-embrace-sling-carrier,,
10/10 no notes,The fabric is breathable enough that we used it all summer without baby overheating. Such a thoughtful design.,5,2024-05-19 00:00:00 UTC,Anthony Bennett,abennett236@hotmail.com,,nestli-embrace-sling-carrier,,
My go-to carrier for everything,My postpartum anxiety was through the roof until I started babywearing. Having her close and being able to feel her breathing calmed both of us down.,5,2025-12-13 00:00:00 UTC,Sarah Rogers,srogers@icloud.com,,nestli-embrace-sling-carrier,,
Cooking with baby — done!,"Been using this for 14 months. Not a single seam has come loose, not a single stitch has broken. This thing is built to last.",5,2023-10-17 00:00:00 UTC,Kaylee Martin,kmartin429@gmail.com,,nestli-embrace-sling-carrier,,
My newborn loves it,Took this to Disney World. Walked 12 hours with a 15-month-old in this carrier. My back felt completely fine. My husband was jealous.,5,2023-12-26 00:00:00 UTC,Dennis Stewart,dennisstewart764@gmail.com,,nestli-embrace-sling-carrier,,
Bought for a friend too,Ordered this as a last resort after my velcro baby refused to be put down for 3 months. Should have ordered it on day 1. So easy to use and baby loves it.,5,2025-01-17 00:00:00 UTC,Brandon Ortiz,ortiz_b@icloud.com,,nestli-embrace-sling-carrier,,
Perfection,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2024-02-08 00:00:00 UTC,Nathan Peterson,nathanpeterson606@live.com,,nestli-embrace-sling-carrier,,
My sanity saver,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2023-02-06 00:00:00 UTC,Sophie Rogers,sophie.rogers795@gmail.com,,nestli-embrace-sling-carrier,,
Solid carrier overall,Solid product. The strap is wide and comfortable. I gave 4 stars because I wish the setup instructions were a bit clearer with pictures. But the carrier itself is great.,4,2024-05-01 00:00:00 UTC,Jasmine Bell,jbell@outlook.com,,nestli-embrace-sling-carrier,,
Recommend for most moms,Great carrier and I use it daily. The only thing I'd change is the carry pouch — it's a bit small. But the carrier itself is 5 stars.,4,2024-02-17 00:00:00 UTC,Lillian Green,lillian@live.com,,nestli-embrace-sling-carrier,,
Best baby gear purchase,My second baby is so much calmer than my first was — I think it's entirely because I used this carrier from day 1. Skin-to-skin while getting things done.,5,2024-07-01 00:00:00 UTC,Frank Clark,clark.f@gmail.com,,nestli-embrace-sling-carrier,,
Life changing for new moms,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2023-03-11 00:00:00 UTC,Lydia Thompson,lydia689@live.com,,nestli-embrace-sling-carrier,,
Life changing for new moms,Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2024-01-24 00:00:00 UTC,Allison Peterson,allison_peterson637@aol.com,,nestli-embrace-sling-carrier,,
Amazing quality,Brought this to a family reunion. Every aunt and uncle took a turn. Nobody could believe how easy it was to put on. Orders came in from 3 family members.,5,2023-09-13 00:00:00 UTC,Cora Allen,allenc261@icloud.com,,nestli-embrace-sling-carrier,,
Good for newborns,Good quality product. Baby is content in it and I can actually get things done. Would give 5 stars but it took some practice to get the tightness right.,4,2023-06-07 00:00:00 UTC,Tyler Gomez,tyler_gomez@icloud.com,,nestli-embrace-sling-carrier,,
The only carrier I recommend,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2023-11-08 00:00:00 UTC,Elena Jones,elena.jones970@yahoo.com,,nestli-embrace-sling-carrier,,
Love it with minor learning curve,Love that I can nurse in this with a little practice. Took me a couple of weeks to get the hang of it but now it's seamless. High quality product.,4,2023-01-15 00:00:00 UTC,Kaylee Rivera,kaylee.rivera@aol.com,,nestli-embrace-sling-carrier,,
Exceeded all my expectations,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2023-07-16 00:00:00 UTC,Adam Miller,amiller@gmail.com,,nestli-embrace-sling-carrier,,
Love it with minor learning curve,Really great carrier overall. Took me about 3 tries to get the fit right but once I figured it out I love it. Baby seems comfortable and I have both hands free.,4,2023-02-02 00:00:00 UTC,Caroline Edwards,carolineedwards911@aol.com,,nestli-embrace-sling-carrier,,
Happy with my purchase,"Love the quality of this carrier. Only reason it's 4 stars is the learning curve — it took me a week to feel confident putting it on. After that, totally smooth.",4,2023-03-22 00:00:00 UTC,Ellie Thompson,ethompson680@live.com,,nestli-embrace-sling-carrier,,
Life changing for new moms,My baby went from needing to be rocked for 45 minutes to falling asleep in this carrier in under 10 minutes. Life is different now.,5,2024-06-07 00:00:00 UTC,Emery Carter,cartere@msn.com,,nestli-embrace-sling-carrier,,
Airport essential,Both my husband and I use this with no readjusting. One carrier for both parents — such a smart design. Highly recommend.,5,2023-07-11 00:00:00 UTC,Skylar Morgan,skylar@gmail.com,,nestli-embrace-sling-carrier,,
Grocery store hero,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2023-08-21 00:00:00 UTC,Dennis Mitchell,mitchell_d@live.com,,nestli-embrace-sling-carrier,,
My pediatrician approved it,My daughter had colic for 6 weeks and nothing worked. Put her in this carrier and she was asleep in 4 minutes. I literally cried. This carrier saved my sanity.,5,2024-12-26 00:00:00 UTC,Jason Ross,jross442@msn.com,,nestli-embrace-sling-carrier,,
Worth every single penny,Bought this as a gift for my sister's baby shower. She texted me a week later saying it's the only thing that calms her baby.,5,2023-05-07 00:00:00 UTC,Charlotte Parker,cparker670@yahoo.com,,nestli-embrace-sling-carrier,,
